source,relation,target,kind
HK.architecture.building_technology.construction_assembly,SUBFIELD_OF,HK.architecture.building_technology,parent
HK.architecture.building_technology.structural_systems,SUBFIELD_OF,HK.architecture.building_technology,parent
HK.architecture.historic_preservation,SUBFIELD_OF,HK.architecture,parent
HK.architecture.historic_preservation,OVERLAPS_WITH,HK.art_history,explicit
HK.architecture.historic_preservation.architectural_conservation,SUBFIELD_OF,HK.architecture.historic_preservation,parent
HK.architecture.historic_preservation.building_restoration,SUBFIELD_OF,HK.architecture.historic_preservation,parent
HK.architecture.historic_preservation.heritage_documentation,SUBFIELD_OF,HK.architecture.historic_preservation,parent
HK.architecture.interior_architecture,SUBFIELD_OF,HK.architecture,parent
HK.architecture.interior_architecture.interior_design,SUBFIELD_OF,HK.architecture.interior_architecture,parent
HK.architecture.interior_architecture.interior_design,OVERLAPS_WITH,ind.professional_services.architecture.interior,explicit
HK.architecture.interior_architecture.interior_design,OVERLAPS_WITH,PROD.professional_services.architecture_and_design_services.interior_design,explicit
HK.architecture.interior_architecture.lighting_design,SUBFIELD_OF,HK.architecture.interior_architecture,parent
HK.architecture.landscape_architecture,SUBFIELD_OF,HK.architecture,parent
HK.architecture.landscape_architecture,OVERLAPS_WITH,ind.professional_services.architecture.landscape,explicit
HK.architecture.landscape_architecture,OVERLAPS_WITH,PROD.professional_services.architecture_and_design_services.landscape_architecture,explicit
HK.architecture.landscape_architecture,OVERLAPS_WITH,HK.agriculture.horticulture,explicit
HK.architecture.landscape_architecture.ecological_landscape_design,SUBFIELD_OF,HK.architecture.landscape_architecture,parent
HK.architecture.landscape_architecture.landscape_design,SUBFIELD_OF,HK.architecture.landscape_architecture,parent
HK.architecture.landscape_architecture.landscape_planning,SUBFIELD_OF,HK.architecture.landscape_architecture,parent
HK.architecture.landscape_architecture.site_planning,SUBFIELD_OF,HK.architecture.landscape_architecture,parent
HK.architecture.sustainable_architecture,SUBFIELD_OF,HK.architecture,parent
HK.architecture.sustainable_architecture,OVERLAPS_WITH,HK.engineering.environmental_engineering,explicit
HK.architecture.sustainable_architecture.biophilic_design,SUBFIELD_OF,HK.architecture.sustainable_architecture,parent
HK.architecture.sustainable_architecture.green_building,SUBFIELD_OF,HK.architecture.sustainable_architecture,parent
HK.architecture.sustainable_architecture.net_zero_energy_buildings,SUBFIELD_OF,HK.architecture.sustainable_architecture,parent
HK.architecture.sustainable_architecture.net_zero_energy_buildings,OVERLAPS_WITH,HK.engineering.mechanical_engineering.energy_systems,explicit
HK.architecture.sustainable_architecture.passive_solar_design,SUBFIELD_OF,HK.architecture.sustainable_architecture,parent
HK.architecture.urban_design,SUBFIELD_OF,HK.architecture,parent
HK.architecture.urban_design,OVERLAPS_WITH,ind.professional_services.architecture.urban_design,explicit
HK.architecture.urban_design,OVERLAPS_WITH,HK.urban_planning,explicit
HK.architecture.urban_design.public_space_design,SUBFIELD_OF,HK.architecture.urban_design,parent
HK.architecture.urban_design.streetscape_design,SUBFIELD_OF,HK.architecture.urban_design,parent
HK.architecture.urban_design.urban_morphology,SUBFIELD_OF,HK.architecture.urban_design,parent
HK.architecture.urban_design.waterfront_design,SUBFIELD_OF,HK.architecture.urban_design,parent
HK.area_studies,SUBFIELD_OF,HUMAN_KNOWLEDGE,parent
HK.area_studies,OVERLAPS_WITH,HK.anthropology,explicit
HK.area_studies,OVERLAPS_WITH,HK.history,explicit
HK.area_studies,OVERLAPS_WITH,HK.linguistics,explicit
HK.area_studies.african_studies,SUBFIELD_OF,HK.area_studies,parent
HK.area_studies.american_studies,SUBFIELD_OF,HK.area_studies,parent
HK.area_studies.central_asian_studies,SUBFIELD_OF,HK.area_studies,parent
HK.area_studies.european_studies,SUBFIELD_OF,HK.area_studies,parent
HK.area_studies.japanology,SUBFIELD_OF,HK.area_studies,parent
HK.area_studies.korean_studies,SUBFIELD_OF,HK.area_studies,parent
HK.area_studies.latin_american_studies,SUBFIELD_OF,HK.area_studies,parent
HK.area_studies.middle_eastern_studies,SUBFIELD_OF,HK.area_studies,parent
HK.area_studies.oceania_studies,SUBFIELD_OF,HK.area_studies,parent
HK.area_studies.sinology,SUBFIELD_OF,HK.area_studies,parent
HK.area_studies.slavic_studies,SUBFIELD_OF,HK.area_studies,parent
HK.area_studies.south_asian_studies,SUBFIELD_OF,HK.area_studies,parent
HK.area_studies.southeast_asian_studies,SUBFIELD_OF,HK.area_studies,parent
HK.art_history,SUBFIELD_OF,HUMAN_KNOWLEDGE,parent
HK.art_history.african_art_history,SUBFIELD_OF,HK.art_history,parent
HK.art_history.african_art_history.african_sculpture,SUBFORM_OF,HK.art_history.african_art_history,parent
HK.art_history.african_art_history.african_textile_art,SUBFORM_OF,HK.art_history.african_art_history,parent
HK.art_history.art_historical_methodology,SUBFIELD_OF,HK.art_history,parent
HK.art_history.art_historical_methodology.art_historiography,SUBFIELD_OF,HK.art_history.art_historical_methodology,parent
HK.art_history.art_historical_methodology.formal_analysis,METHOD_OF,HK.art_history.art_historical_methodology,parent
HK.art_history.art_historical_methodology.provenance_research,METHOD_OF,HK.art_history.art_historical_methodology,parent
HK.art_history.chinese_art_history,SUBFIELD_OF,HK.art_history,parent
HK.art_history.chinese_art_history,RELATED_TO,HK.history.history_of_asia.east_asian_history.chinese_history,explicit
HK.art_history.chinese_art_history.chinese_calligraphy,SUBFORM_OF,HK.art_history.chinese_art_history,parent
HK.art_history.chinese_art_history.chinese_ceramics,SUBFORM_OF,HK.art_history.chinese_art_history,parent
HK.art_history.chinese_art_history.chinese_painting,SUBFORM_OF,HK.art_history.chinese_art_history,parent
HK.art_history.chinese_art_history.chinese_painting.gongbi_painting,SUBGENRE_OF,HK.art_history.chinese_art_history.chinese_painting,parent
HK.art_history.chinese_art_history.chinese_painting.shanshui_painting,SUBGENRE_OF,HK.art_history.chinese_art_history.chinese_painting,parent
HK.art_history.chinese_art_history.chinese_sculpture,SUBFORM_OF,HK.art_history.chinese_art_history,parent
HK.art_history.connoisseurship,SUBFIELD_OF,HK.art_history,parent
HK.art_history.history_of_architecture,SUBFIELD_OF,HK.art_history,parent
HK.art_history.history_of_architecture,OVERLAPS_WITH,HK.architecture,explicit
HK.art_history.history_of_decorative_arts,SUBFIELD_OF,HK.art_history,parent
HK.art_history.history_of_painting,SUBFIELD_OF,HK.art_history,parent
HK.art_history.history_of_photography,SUBFIELD_OF,HK.art_history,parent
HK.art_history.history_of_photography,OVERLAPS_WITH,HK.art_history.history_of_printmaking,explicit
HK.art_history.history_of_printmaking,SUBFIELD_OF,HK.art_history,parent
HK.art_history.history_of_sculpture,SUBFIELD_OF,HK.art_history,parent
HK.art_history.iconography,SUBFIELD_OF,HK.art_history,parent
HK.art_history.iconography,RELATED_TO,HK.religious_studies,explicit
HK.art_history.indian_art_history,SUBFIELD_OF,HK.art_history,parent
HK.art_history.indian_art_history.gandhara_art,PART_OF,HK.art_history.indian_art_history,parent
HK.art_history.indian_art_history.indian_sculpture,SUBFORM_OF,HK.art_history.indian_art_history,parent
HK.art_history.indian_art_history.mughal_miniature_painting,SUBGENRE_OF,HK.art_history.indian_art_history,parent
HK.art_history.islamic_art_history,SUBFIELD_OF,HK.art_history,parent
HK.art_history.islamic_art_history.islamic_architecture,SUBFORM_OF,HK.art_history.islamic_art_history,parent
HK.art_history.islamic_art_history.islamic_calligraphy,SUBFORM_OF,HK.art_history.islamic_art_history,parent
HK.art_history.islamic_art_history.islamic_miniature_painting,SUBGENRE_OF,HK.art_history.islamic_art_history,parent
HK.art_history.japanese_art_history,SUBFIELD_OF,HK.art_history,parent
HK.art_history.japanese_art_history.japanese_ceramics,SUBFORM_OF,HK.art_history.japanese_art_history,parent
HK.art_history.japanese_art_history.nihonga,PART_OF,HK.art_history.japanese_art_history,parent
HK.art_history.japanese_art_history.ukiyo_e,PART_OF,HK.art_history.japanese_art_history,parent
HK.art_history.japanese_art_history.yamato_e,PART_OF,HK.art_history.japanese_art_history,parent
HK.art_history.oceanic_art_history,SUBFIELD_OF,HK.art_history,parent
HK.art_history.precolumbian_art_history,SUBFIELD_OF,HK.art_history,parent
HK.art_history.precolumbian_art_history,OVERLAPS_WITH,HK.history.ancient_history.ancient_mesoamerica,explicit
HK.art_history.precolumbian_art_history.andean_art,PART_OF,HK.art_history.precolumbian_art_history,parent
HK.art_history.precolumbian_art_history.aztec_art,PART_OF,HK.art_history.precolumbian_art_history,parent
HK.art_history.precolumbian_art_history.maya_art,PART_OF,HK.art_history.precolumbian_art_history,parent
HK.art_history.western_art_history,SUBFIELD_OF,HK.art_history,parent
HK.art_history.western_art_history,RELATED_TO,HK.philosophy.aesthetics,explicit
HK.art_history.western_art_history.baroque_art,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.byzantine_art,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.classical_art,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.classical_art,OVERLAPS_WITH,HK.classics,explicit
HK.art_history.western_art_history.contemporary_art,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.egyptian_art,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.impressionism,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.medieval_art,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.medieval_art.gothic_art,PART_OF,HK.art_history.western_art_history.medieval_art,parent
HK.art_history.western_art_history.medieval_art.romanesque_art,PART_OF,HK.art_history.western_art_history.medieval_art,parent
HK.art_history.western_art_history.modern_art,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.modern_art.abstract_expressionism,PART_OF,HK.art_history.western_art_history.modern_art,parent
HK.art_history.western_art_history.modern_art.cubism,PART_OF,HK.art_history.western_art_history.modern_art,parent
HK.art_history.western_art_history.modern_art.dada,PART_OF,HK.art_history.western_art_history.modern_art,parent
HK.art_history.western_art_history.modern_art.expressionism,PART_OF,HK.art_history.western_art_history.modern_art,parent
HK.art_history.western_art_history.modern_art.fauvism,PART_OF,HK.art_history.western_art_history.modern_art,parent
HK.art_history.western_art_history.modern_art.surrealism,PART_OF,HK.art_history.western_art_history.modern_art,parent
HK.art_history.western_art_history.neoclassicism,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.post_impressionism,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.prehistoric_art,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.prehistoric_art,OVERLAPS_WITH,HK.archaeology,explicit
HK.art_history.western_art_history.realism,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.renaissance_art,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.rococo_art,PART_OF,HK.art_history.western_art_history,parent
HK.art_history.western_art_history.romanticism,PART_OF,HK.art_history.western_art_history,parent
HK.astronomy,SUBFIELD_OF,HUMAN_KNOWLEDGE,parent
HK.astronomy.astrobiology,SUBFIELD_OF,HK.astronomy,parent
HK.astronomy.astrobiology,OVERLAPS_WITH,HK.biology,explicit
HK.astronomy.astrobiology.biosignatures,SUBFIELD_OF,HK.astronomy.astrobiology,parent
HK.astronomy.astrobiology.exobiology,SUBFIELD_OF,HK.astronomy.astrobiology,parent
HK.astronomy.astrobiology.origin_of_life,SUBFIELD_OF,HK.astronomy.astrobiology,parent
HK.astronomy.astrobiology.origin_of_life,OVERLAPS_WITH,HK.chemistry.biochemistry,explicit
HK.astronomy.astrobiology.origin_of_life.prebiotic_chemistry,SUBFIELD_OF,HK.astronomy.astrobiology.origin_of_life,parent
HK.astronomy.astrobiology.origin_of_life.prebiotic_chemistry,OVERLAPS_WITH,HK.chemistry,explicit
HK.astronomy.astrochemistry,SUBFIELD_OF,HK.astronomy,parent
HK.astronomy.astrochemistry,OVERLAPS_WITH,HK.earth_science.geochemistry.cosmochemistry,explicit
HK.astronomy.astrochemistry.interstellar_chemistry,SUBFIELD_OF,HK.astronomy.astrochemistry,parent
HK.astronomy.astrochemistry.interstellar_chemistry,OVERLAPS_WITH,HK.chemistry,explicit
HK.astronomy.astrology,SUBFIELD_OF,HK.astronomy,parent
HK.astronomy.astrology,HISTORICAL_SUCCESSOR,HK.astronomy,explicit
HK.astronomy.astrometry,SUBFIELD_OF,HK.astronomy,parent
HK.astronomy.astrometry.celestial_mechanics,SUBFIELD_OF,HK.astronomy.astrometry,parent
HK.astronomy.astrometry.celestial_mechanics,OVERLAPS_WITH,HK.physics.classical_mechanics.celestial_mechanics,explicit
HK.astronomy.astrometry.celestial_mechanics,APPLICATION_OF,HK.mathematics,explicit
HK.astronomy.astrometry.positional_astronomy,SUBFIELD_OF,HK.astronomy.astrometry,parent
HK.astronomy.astrometry.reference_systems,SUBFIELD_OF,HK.astronomy.astrometry,parent
HK.astronomy.astrophysics,SUBFIELD_OF,HK.astronomy,parent
HK.astronomy.astrophysics,OVERLAPS_WITH,HK.physics.astrophysics,explicit
HK.astronomy.astrophysics,APPLICATION_OF,HK.physics,explicit
HK.astronomy.astrophysics.accretion_physics,SUBFIELD_OF,HK.astronomy.astrophysics,parent
HK.astronomy.astrophysics.computational_astrophysics,SUBFIELD_OF,HK.astronomy.astrophysics,parent
HK.astronomy.astrophysics.computational_astrophysics,APPLICATION_OF,HK.computer_science,explicit
HK.astronomy.astrophysics.high_energy_astrophysics,SUBFIELD_OF,HK.astronomy.astrophysics,parent
HK.astronomy.astrophysics.high_energy_astrophysics,OVERLAPS_WITH,HK.physics.astrophysics.high_energy_astrophysics,explicit
HK.astronomy.astrophysics.high_energy_astrophysics.gamma_ray_astronomy,SUBFIELD_OF,HK.astronomy.astrophysics.high_energy_astrophysics,parent
HK.astronomy.astrophysics.high_energy_astrophysics.gamma_ray_astronomy,OVERLAPS_WITH,HK.physics.astrophysics.high_energy_astrophysics.gamma_ray_astronomy,explicit
HK.astronomy.astrophysics.high_energy_astrophysics.x_ray_astronomy,SUBFIELD_OF,HK.astronomy.astrophysics.high_energy_astrophysics,parent
HK.astronomy.astrophysics.high_energy_astrophysics.x_ray_astronomy,OVERLAPS_WITH,HK.physics.astrophysics.high_energy_astrophysics.x_ray_astronomy,explicit
HK.astronomy.astrophysics.nuclear_astrophysics,SUBFIELD_OF,HK.astronomy.astrophysics,parent
HK.astronomy.astrophysics.nuclear_astrophysics,OVERLAPS_WITH,HK.physics.nuclear_physics.nuclear_astrophysics,explicit
HK.astronomy.astrophysics.nuclear_astrophysics,OVERLAPS_WITH,HK.chemistry.nuclear_chemistry,explicit
HK.astronomy.astrophysics.particle_astrophysics,SUBFIELD_OF,HK.astronomy.astrophysics,parent
HK.astronomy.astrophysics.particle_astrophysics,OVERLAPS_WITH,HK.physics,explicit
HK.astronomy.astrophysics.plasma_astrophysics,SUBFIELD_OF,HK.astronomy.astrophysics,parent
HK.astronomy.astrophysics.plasma_astrophysics,APPLICATION_OF,HK.physics,explicit
